last_score,study_duration,total_reviews,last_gap_days,days_until_next_revision
73.5,7.07,2,10.0,11.62
71.94,15.03,3,1.25,9.3
61.83,11.42,4,2.02,12.56
62.6,15.33,7,4.43,17.18
71.6,5.0,4,1.42,9.66
80.51,21.01,2,9.4,9.97
88.7,48.53,3,2.28,11.77
62.95,17.48,5,4.36,11.73
97.39,20.24,2,1.28,7.07
70.93,56.67,6,0.21,15.57
74.68,36.73,3,0.95,10.63
63.79,20.23,2,0.24,7.22
38.64,8.94,7,3.16,12.3
88.26,64.87,4,4.42,16.39
86.05,25.81,2,0.23,9.39
70.78,7.5,7,0.47,13.95
76.0,9.41,5,3.32,12.35
82.74,48.76,3,8.03,13.58
51.56,5.0,2,4.94,7.42
67.06,120.0,4,0.55,14.95
86.91,5.0,2,10.93,12.31
56.19,47.7,3,12.47,12.74
79.4,15.06,3,1.96,12.09
54.65,20.33,2,4.79,7.61
82.0,63.77,10,3.39,23.04
74.47,15.98,7,14.24,22.62
50.77,23.13,3,3.55,9.11
92.47,5.0,2,16.09,14.29
63.98,5.0,6,1.11,12.77
62.85,8.42,4,2.12,8.59
78.01,34.24,4,7.6,14.24
92.23,5.0,5,7.65,17.18
59.76,5.0,4,6.59,14.94
75.93,15.88,5,9.82,14.84
81.43,31.31,3,6.06,11.75
85.4,37.35,6,5.05,15.63
77.65,5.9,5,3.07,13.43
69.49,5.0,2,3.15,5.85
62.59,84.6,2,2.61,7.45
76.29,9.06,5,4.84,11.35
58.92,57.59,5,2.61,10.55
31.18,59.74,5,0.8,9.46
81.55,44.42,8,0.56,19.61
88.56,5.55,9,12.92,25.0
39.56,51.75,7,0.13,13.5
59.85,43.99,5,0.56,13.52
84.29,27.24,4,2.95,12.72
100.0,12.34,6,1.53,15.68
75.31,9.14,2,2.6,7.51
64.08,5.0,2,0.62,5.64
72.26,21.39,6,0.7,11.35
95.62,26.4,7,8.06,18.85
65.31,13.36,5,7.12,14.13
63.01,19.35,1,0.55,5.77
67.76,13.55,6,5.51,15.31
60.7,30.73,4,4.7,11.35
76.84,69.46,3,6.25,11.26
99.37,5.37,1,3.22,8.76
79.85,14.41,7,1.57,14.77
71.21,5.0,2,5.45,9.9
70.62,29.42,7,2.32,12.81
51.55,39.15,8,1.24,16.35
88.25,80.61,6,2.63,17.19
73.83,9.81,3,7.2,12.89
72.29,90.0,2,3.23,9.43
100.0,5.0,5,1.78,14.85
79.48,27.72,6,8.92,15.98
63.72,5.0,1,10.67,9.97
68.6,67.27,4,2.84,11.68
92.23,22.64,5,2.35,15.22
76.7,33.2,5,4.74,11.23
53.43,53.44,4,0.3,8.12
88.79,5.0,4,5.88,16.08
64.98,5.0,2,7.62,6.5
100.0,63.33,1,2.53,10.04
91.2,11.35,3,0.96,8.68
68.29,5.0,6,0.15,12.95
94.22,18.96,2,5.07,12.68
76.02,27.36,2,1.57,8.48
87.79,5.0,1,3.12,9.68
82.27,9.64,3,2.44,9.26
62.3,5.0,5,0.96,10.64
65.35,16.36,6,3.55,15.5
90.45,67.64,5,3.08,14.03
69.98,120.0,4,4.89,14.84
68.95,30.4,10,1.45,21.46
60.67,5.29,1,1.21,6.53
81.35,70.89,5,8.42,14.59
100.0,21.79,7,6.06,18.38
58.99,5.01,2,7.4,10.15
75.36,76.43,4,0.66,11.01
96.18,42.5,3,1.27,10.77
73.81,39.47,7,4.28,17.43
81.79,37.05,5,9.73,16.28
59.06,6.71,3,11.13,12.84
81.42,7.11,2,8.92,9.88
72.19,34.97,4,0.22,9.59
89.79,7.44,6,8.6,15.62
92.81,17.32,2,11.47,13.84
100.0,45.7,4,0.29,11.62
83.69,45.97,7,2.69,15.42
79.89,18.11,2,3.85,11.9
77.92,47.13,5,1.32,12.48
69.7,54.72,8,3.64,18.64
80.08,31.91,1,10.86,10.51
70.57,7.78,4,10.08,14.08
77.53,9.61,6,14.05,20.55
94.76,11.34,4,3.31,12.08
59.9,5.0,4,2.64,10.4
92.1,9.57,2,5.48,11.71
94.76,7.05,4,2.7,11.43
73.23,18.23,5,0.21,9.57
43.17,71.72,3,6.36,8.75
65.88,5.0,6,1.65,15.36
94.45,38.22,2,0.25,9.88
74.66,34.87,4,0.1,11.35
60.01,5.0,6,13.39,18.13
67.43,76.75,3,1.45,7.88
87.61,25.21,5,2.97,13.36
83.2,13.56,5,15.04,19.26
71.42,42.38,1,3.15,5.66
69.5,8.93,5,0.41,9.12
69.12,35.48,6,4.01,12.46
61.16,5.0,2,0.46,7.36
99.23,54.87,3,0.5,8.82
70.17,17.84,1,9.54,10.54
93.26,30.38,2,1.71,8.43
97.82,7.5,5,5.68,16.24
89.97,33.91,3,3.56,11.85
68.53,44.38,3,1.26,8.95
81.06,19.23,5,3.65,13.89
74.64,28.85,5,0.36,11.73
61.44,18.28,8,2.13,15.52
79.87,67.36,3,3.7,12.94
57.31,20.67,4,1.3,9.22
92.82,55.32,5,5.4,15.63
68.03,48.49,5,0.27,9.72
78.02,15.85,6,3.32,15.23
79.25,7.84,2,6.28,9.32
71.12,15.63,1,2.81,6.01
83.8,52.5,3,10.38,13.5
67.88,7.75,4,5.0,11.84
88.07,22.3,4,15.91,15.72
54.81,49.21,4,1.67,11.42
76.9,13.08,4,13.97,16.99
100.0,30.83,5,4.67,14.65
60.0,8.46,6,6.84,13.24
64.83,5.0,5,11.62,17.29
82.71,47.45,7,4.01,16.48
77.69,5.0,3,9.91,15.38
80.26,9.5,6,3.9,15.85
82.34,57.95,1,4.57,11.17
84.52,12.76,1,2.94,7.62
91.65,108.41,3,0.79,12.9
81.15,116.96,3,4.03,13.22
71.38,9.37,9,18.96,26.03
85.09,5.0,4,7.74,14.49
100.0,36.63,3,6.88,12.3
73.01,17.99,3,5.15,14.13
60.38,5.0,8,2.14,16.02
91.61,36.88,2,0.93,8.7
73.19,5.0,2,1.27,7.96
42.41,61.25,5,0.03,9.03
87.71,5.0,1,5.6,10.75
66.97,5.0,1,8.35,7.57
73.64,5.8,6,1.57,11.68
79.98,96.77,4,0.48,11.6
77.86,35.44,5,2.05,11.09
85.64,48.49,4,1.73,14.3
68.47,15.21,7,3.0,15.33
82.7,12.3,4,1.53,6.27
71.11,8.02,6,2.08,14.03
86.08,19.66,6,11.91,20.41
84.23,24.08,6,2.04,14.0
60.97,29.97,3,7.7,9.86
91.29,8.92,6,4.92,16.02
66.96,89.08,3,2.06,9.64
87.12,5.58,2,8.51,10.24
80.51,101.14,6,4.52,15.38
100.0,5.0,5,0.04,12.84
71.65,19.68,3,0.36,9.94
69.76,12.17,3,6.98,12.38
74.71,17.89,4,2.96,8.92
70.45,25.37,3,2.6,10.67
87.0,17.16,1,0.79,7.69
50.76,16.08,2,0.86,8.32
59.19,39.58,6,7.99,15.19
58.98,34.74,4,8.83,13.86
89.25,53.74,1,4.1,9.76
100.0,8.63,2,1.75,8.23
73.43,28.21,3,13.49,16.22
72.47,26.4,3,4.89,10.97
76.05,13.85,4,7.96,12.75
92.43,19.97,5,0.02,11.32
61.09,11.3,6,2.99,15.61
78.58,5.0,8,10.24,19.64
89.63,7.22,4,2.06,9.88
82.52,5.0,5,6.48,15.47
77.84,34.47,6,5.36,16.1
90.02,32.43,2,0.83,6.49
34.45,90.24,7,7.46,16.68
85.17,39.24,5,0.6,11.49
65.19,5.0,3,6.51,10.13
47.54,64.69,10,23.54,34.01
82.67,59.56,2,15.85,15.6
95.6,17.57,7,8.05,18.28
72.94,26.45,3,3.82,13.53
89.29,111.99,2,5.62,13.47
99.18,22.8,2,6.51,12.68
94.72,70.72,4,0.04,10.69
99.6,5.0,7,0.54,17.62
86.13,6.36,1,4.54,9.41
76.13,17.44,3,0.03,8.83
50.97,26.37,5,11.98,13.9
71.31,50.82,5,3.36,13.56
62.35,120.0,3,1.49,12.96
100.0,14.77,2,2.5,9.83
72.36,5.0,2,9.51,10.89
76.85,48.46,6,13.1,19.86
83.27,27.82,3,0.62,9.2
75.65,6.64,3,7.52,10.96
100.0,20.49,3,4.32,11.94
65.66,40.68,3,4.4,12.83
77.92,44.14,3,7.56,14.9
63.86,20.77,4,1.26,9.04
55.2,10.92,1,3.79,8.25
65.82,109.19,7,1.92,17.71
74.44,32.66,6,0.5,14.46
68.56,15.74,7,0.56,15.12
64.61,9.87,4,0.73,8.37
53.91,39.4,6,4.77,14.13
73.75,8.32,6,0.56,14.36
52.43,5.65,4,4.22,9.02
86.4,22.64,5,4.44,12.85
76.24,10.27,4,11.71,16.3
53.14,29.74,6,4.92,13.43
70.36,5.0,2,21.2,18.44
63.72,31.92,6,0.16,11.67
79.79,9.99,7,6.09,18.07
95.11,5.0,5,0.13,12.9
46.87,5.0,2,6.54,7.97
76.73,81.37,5,2.44,13.55
72.6,60.6,4,4.72,11.98
85.07,7.98,6,1.85,14.28
78.2,45.2,3,0.87,8.15
63.72,28.14,6,6.43,15.53
70.21,106.12,3,11.75,16.78
63.06,14.03,5,1.01,9.69
91.14,34.32,5,12.67,18.23
75.32,5.0,3,0.76,9.5
100.0,15.14,7,6.65,15.96
74.09,99.58,5,16.03,23.66
64.37,23.23,1,0.8,7.07
52.29,10.19,2,2.86,4.9
47.95,5.0,6,2.06,9.35
51.24,36.47,4,2.46,10.44
79.01,31.06,5,6.99,13.78
82.63,14.05,1,5.41,10.01
51.28,90.44,2,17.32,16.32
88.43,5.0,3,1.03,9.7
67.75,10.86,7,3.92,15.17
77.2,76.18,5,2.98,16.52
99.18,11.61,6,12.56,21.56
88.45,8.72,7,0.05,16.0
70.97,22.92,1,22.63,18.54
61.63,52.08,6,3.27,13.05
42.72,5.0,2,4.91,9.6
64.21,85.95,2,2.23,8.36
71.83,47.55,3,9.57,14.17
60.19,6.0,7,4.13,15.44
73.03,37.34,4,5.44,10.17
76.15,14.58,3,5.23,12.6
71.63,15.44,4,2.26,8.23
65.25,45.88,2,0.4,5.77
77.53,98.73,1,8.24,10.46
81.63,5.0,5,1.71,9.59
58.64,16.37,5,9.45,13.78
96.16,19.67,5,4.69,15.35
73.52,14.16,4,2.18,10.48
75.28,13.54,1,4.51,7.35
85.62,5.0,3,5.19,10.08
78.5,34.71,4,6.13,13.64
89.3,17.19,2,8.64,11.58
79.31,6.5,8,0.87,14.05
65.81,50.79,5,14.42,18.55
80.42,48.67,7,2.65,14.79
57.84,19.99,3,9.85,14.0
76.63,10.63,1,1.25,5.54
74.5,30.49,4,0.15,14.09
71.88,10.2,3,4.26,11.84
73.07,8.08,4,1.96,10.57
46.77,39.34,5,20.82,21.77
66.77,5.0,2,0.55,3.56
76.39,5.0,6,0.24,14.47
77.4,5.0,3,0.23,7.34
59.58,5.0,8,1.22,15.81
93.99,5.0,4,4.33,11.86
62.01,120.0,7,3.52,16.43
89.54,10.22,6,2.15,14.45
81.41,5.0,4,0.46,10.5
65.31,8.27,4,1.33,10.03
100.0,82.53,4,1.02,12.88
57.1,22.03,7,6.85,14.71
88.79,13.62,6,7.57,20.95
90.01,62.0,5,7.5,17.13
64.94,15.08,3,17.38,17.34
95.89,12.24,1,10.78,11.38
71.25,6.97,2,3.44,7.09
79.33,14.23,1,2.68,7.27
78.9,11.42,5,12.37,18.26
72.99,33.93,3,4.72,13.03
87.16,10.26,3,1.74,13.02
86.9,25.83,7,4.16,19.57
48.77,5.0,4,24.24,17.99
94.57,6.37,3,9.47,13.38
50.06,15.7,4,1.65,10.09
90.49,82.91,5,15.28,20.45
91.9,14.21,10,19.94,29.74
58.64,32.73,9,1.31,14.42
68.84,8.83,3,11.3,15.11
58.41,5.0,3,10.74,10.06
71.78,5.0,4,0.2,7.41
70.38,10.93,7,5.54,15.45
86.69,5.15,4,1.82,11.18
94.65,5.74,6,5.61,14.2
95.94,42.91,4,12.24,16.04
66.57,5.0,5,3.45,14.36
71.86,24.48,5,2.68,12.67
49.75,14.32,6,12.73,18.74
62.91,21.19,2,18.27,13.78
89.47,24.82,5,0.32,12.47
99.23,11.28,4,12.81,17.35
56.48,10.49,5,0.43,9.52
66.11,39.66,4,2.06,10.92
74.6,61.5,8,7.19,17.51
79.2,6.42,4,7.5,14.48
62.86,5.0,4,6.47,11.86
81.36,68.42,3,0.2,9.42
67.89,12.92,4,0.71,11.24
74.78,24.04,6,13.76,20.67
83.19,13.37,7,0.42,14.62
75.1,5.0,3,0.41,6.87
68.45,26.7,8,9.03,22.38
73.36,22.34,2,5.13,7.59
73.67,6.81,7,2.17,16.32
69.45,18.04,4,0.91,7.83
71.12,47.83,6,10.78,20.12
98.98,26.78,1,22.34,19.58
83.41,5.0,5,0.26,9.01
70.57,23.82,4,4.04,12.62
85.45,36.39,6,1.51,15.19
69.99,47.21,4,8.93,15.81
92.6,29.76,3,2.12,11.24
80.54,5.0,7,6.27,16.3
73.39,37.15,3,3.88,10.4
81.72,33.93,6,3.9,18.1
51.44,5.0,5,9.76,13.37
58.1,15.92,1,3.18,6.74
57.09,12.15,5,9.34,16.95
77.14,33.21,2,2.26,7.05
100.0,7.31,5,0.96,10.98
100.0,26.81,4,3.04,11.07
84.57,73.33,9,3.45,21.27
82.51,47.96,6,3.25,13.64
47.98,76.32,7,8.26,18.1
66.86,115.2,2,4.16,12.4
63.18,5.0,5,10.97,16.15
65.69,29.24,5,3.61,11.91
72.48,15.97,2,1.27,7.71
67.92,58.95,2,0.69,7.62
45.31,8.7,3,10.14,12.66
86.22,118.95,4,0.29,14.87
58.91,28.53,3,0.63,8.83
78.59,47.33,1,0.33,9.43
100.0,5.0,3,2.76,11.64
61.21,6.08,4,3.8,9.91
37.05,42.61,7,0.1,16.55
70.71,5.0,5,3.62,12.74
91.51,50.93,1,2.5,6.59
100.0,5.0,3,7.43,16.78
56.56,32.11,9,8.86,20.19
82.45,13.63,2,5.78,9.08
68.02,28.36,4,3.21,10.65
73.41,35.72,6,1.22,14.12
100.0,12.58,5,9.39,18.8
52.46,5.0,3,2.09,4.28
78.81,5.0,1,2.2,8.01
82.02,26.67,1,12.39,11.41
91.29,22.06,2,18.57,16.6
76.47,40.67,5,11.42,20.28
79.62,21.38,6,30.0,28.66
69.13,16.47,2,10.16,12.48
79.04,15.23,3,6.09,11.68
69.85,5.0,2,1.74,8.59
84.32,12.26,2,15.28,17.49
69.46,111.92,5,10.46,14.36
80.66,62.04,2,1.38,10.38
74.56,11.99,3,3.36,12.43
91.89,26.59,6,0.36,14.97
74.23,56.38,5,15.32,18.8
48.4,17.46,6,4.25,12.11
93.93,5.0,1,1.41,10.53
61.41,5.0,1,1.73,4.16
65.19,21.42,7,19.73,26.26
66.07,104.64,8,4.78,20.02
95.62,35.45,1,2.73,11.31
42.96,5.0,4,3.46,9.49
100.0,6.3,5,0.52,10.45
90.84,44.26,3,0.39,9.98
78.35,55.25,3,4.49,9.35
74.18,28.85,2,3.59,13.0
79.28,31.02,3,2.22,11.04
82.82,5.0,4,4.17,13.48
84.68,52.9,6,0.38,15.47
83.33,46.57,1,14.41,12.61
76.34,8.99,3,1.74,9.14
72.04,37.0,3,0.37,9.07
72.73,7.26,5,0.93,14.64
72.08,5.0,8,0.5,14.2
92.01,6.74,3,0.98,8.61
83.9,5.9,4,2.7,11.1
30.89,12.36,3,6.7,8.59
84.84,16.26,4,1.59,9.12
77.92,21.31,5,2.86,9.13
74.72,19.43,2,13.21,10.92
69.17,9.47,2,1.75,9.14
91.86,5.0,2,7.92,11.62
89.21,27.87,6,0.86,15.61
63.41,15.11,5,0.98,10.54
81.11,10.64,4,3.05,11.61
60.43,60.51,3,1.33,11.62
54.31,41.2,7,11.67,22.06
65.6,58.51,3,0.26,10.3
87.94,20.49,3,4.55,11.82
89.3,5.0,4,4.63,13.64
82.7,35.74,5,0.34,12.96
85.88,6.92,7,6.59,17.96
82.74,17.46,4,3.16,11.4
65.38,5.0,2,6.42,11.25
81.48,52.34,8,8.77,19.39
87.01,5.0,5,1.95,15.14
86.31,70.02,2,3.31,9.73
92.83,59.9,8,1.51,16.42
85.62,18.74,4,1.13,10.34
80.27,40.92,3,0.0,7.89
91.05,28.98,4,16.57,18.46
74.6,48.75,5,2.91,12.61
61.77,16.96,3,0.07,6.95
72.55,46.23,6,0.04,12.96
63.83,18.62,4,1.7,10.25
64.87,84.89,1,0.07,7.34
72.83,19.99,3,2.35,9.28
63.11,18.63,5,0.33,11.62
70.38,46.12,5,0.2,11.9
46.6,51.71,7,5.53,17.27
78.2,24.26,2,11.87,13.32
75.02,5.95,1,2.63,5.7
62.74,18.92,4,9.06,12.61
84.89,103.33,4,0.15,12.36
89.06,41.95,6,7.52,19.82
50.89,50.01,4,0.32,9.2
63.56,5.0,2,9.11,9.77
63.46,18.93,5,10.7,15.95
60.9,31.21,5,7.71,14.08
87.44,53.16,2,8.59,11.56
72.09,5.0,7,4.12,14.08
71.03,57.41,1,1.54,6.41
44.94,23.85,3,5.15,10.07
84.53,6.59,4,2.9,10.16
56.41,11.45,2,0.03,4.71
75.9,9.94,3,3.24,8.66
79.16,22.71,5,5.27,12.39
95.41,5.0,7,0.07,13.96
55.37,5.18,4,4.86,10.99
29.71,50.25,1,5.29,4.45
77.76,5.0,6,0.86,13.2
100.0,7.97,4,2.82,11.49
93.58,18.12,2,16.67,14.92
78.14,21.84,3,10.78,14.73
67.63,43.27,2,2.65,7.46
87.11,17.79,4,2.15,11.02
60.4,46.8,3,0.66,10.58
82.15,28.9,3,0.18,7.8
82.58,5.0,7,1.77,17.94
90.9,5.1,6,14.09,20.15
100.0,17.24,2,15.92,14.55
80.89,15.17,4,8.37,13.65
67.37,40.82,2,2.16,8.23
74.62,26.08,5,0.78,13.93
48.46,14.74,1,4.53,7.63
64.58,5.62,3,5.2,10.52
68.86,7.72,4,2.76,12.84
67.14,25.71,2,5.88,6.91
77.29,16.52,1,6.87,9.45
62.66,21.7,5,7.64,15.28
91.82,5.61,11,3.49,23.41
75.0,32.62,3,7.84,10.3
74.86,57.43,4,0.13,9.24
70.08,8.95,4,5.7,12.26
77.33,20.29,1,1.34,8.05
87.38,111.31,2,1.58,12.89
61.99,12.16,8,0.48,14.55
65.13,27.12,3,1.07,6.78
70.44,5.0,1,24.15,18.4
54.81,27.94,5,2.68,15.97
62.71,5.0,4,13.14,17.45
67.86,96.0,5,0.89,11.81
88.12,37.73,3,1.14,14.4
78.94,46.56,4,4.08,13.79
77.9,36.53,5,2.15,11.89
87.76,26.73,5,5.16,17.82
72.94,17.93,4,2.74,10.01
80.86,58.64,3,8.35,12.76
73.45,94.28,2,2.82,10.75
78.98,20.74,6,4.25,15.38
66.26,80.44,6,1.94,14.68
38.42,26.26,9,6.09,18.96
72.99,23.19,2,5.32,11.37
96.34,18.18,4,2.53,8.9
88.89,7.04,3,1.62,10.3
89.48,5.0,6,4.76,15.5
93.54,8.29,8,14.34,22.85
76.33,21.38,1,0.71,4.9
77.96,14.34,5,8.03,11.69
65.74,17.85,2,3.92,7.34
70.26,118.35,3,3.73,13.79
84.24,12.94,1,16.31,15.33
93.06,18.05,3,4.66,11.49
72.91,5.0,8,8.88,18.05
68.25,5.0,5,3.61,14.03
75.01,44.8,4,1.44,13.18
84.02,25.37,9,5.93,22.64
53.34,42.9,3,12.83,12.84
40.56,5.0,2,9.2,8.41
66.74,25.45,7,1.11,17.3
56.69,8.78,1,1.91,3.62
67.38,7.77,2,3.64,9.03
72.78,5.0,1,4.24,4.68
68.2,5.0,2,1.08,6.58
96.79,11.1,6,1.31,15.56
79.9,5.0,2,7.11,10.59
79.51,120.0,5,6.55,17.54
84.33,11.07,7,9.14,17.63
57.92,5.0,5,13.51,16.0
90.59,6.66,4,1.84,12.28
73.86,26.58,2,9.82,13.09
85.06,5.0,4,5.48,13.41
58.92,59.51,4,15.82,19.27
51.69,97.71,5,1.59,10.02
87.27,8.5,4,1.57,10.59
80.65,17.94,2,6.09,13.11
61.47,5.0,7,13.18,22.17
61.96,30.71,5,8.7,16.41
91.88,16.03,6,6.49,16.87
57.16,9.44,1,2.45,7.29
99.64,6.95,2,6.33,11.9
61.49,31.84,5,8.07,12.87
84.58,16.15,5,7.0,16.99
70.07,5.94,6,5.65,14.13
84.05,35.05,4,0.24,12.05
66.84,24.98,3,5.39,8.53
72.56,58.7,2,3.25,11.63
75.61,5.0,4,16.29,17.6
59.97,46.21,5,4.67,11.94
86.11,33.58,1,4.69,7.68
67.3,5.0,9,25.63,29.26
71.57,35.61,5,0.49,11.91
60.08,17.48,8,1.62,18.08
36.56,87.0,6,5.34,15.05
72.13,5.0,3,1.89,5.88
100.0,30.89,6,2.12,13.73
86.77,14.44,5,11.16,21.79
74.71,94.27,6,4.33,16.67
71.06,12.01,10,0.54,20.45
75.34,98.25,1,1.86,7.37
83.21,69.53,6,0.4,13.01
57.29,9.46,3,4.06,8.83
91.71,48.82,4,0.95,12.07
85.73,120.0,7,9.73,20.96
85.77,8.74,6,4.31,18.46
81.58,17.22,3,0.31,8.09
75.29,22.03,5,1.79,10.94
85.09,10.48,5,4.79,15.54
83.88,5.0,7,2.04,17.2
69.69,7.46,3,3.6,9.95
66.4,9.94,5,12.0,16.08
76.53,17.59,5,2.15,9.85
98.24,5.63,6,2.05,16.86
56.41,61.97,6,8.57,18.44
52.99,36.61,2,1.92,6.56
77.47,5.0,3,0.41,8.75
75.76,31.5,5,1.0,11.97
77.6,31.81,8,14.86,26.28
78.66,93.86,4,13.54,16.71
71.65,5.0,4,1.27,9.37
97.35,8.55,3,4.03,10.45
50.99,78.85,4,0.74,10.7
62.57,80.71,4,5.61,13.37
73.45,38.25,7,1.02,15.62
50.35,43.54,7,0.26,12.55
72.36,5.0,4,8.71,16.28
99.92,21.64,3,1.97,10.16
75.31,7.9,2,0.57,8.97
78.46,6.0,3,8.98,17.72
56.1,49.87,5,7.19,13.42
65.75,5.0,6,5.76,15.76
69.37,18.97,2,12.11,12.64
70.23,83.7,2,3.36,12.63
94.22,6.17,3,0.69,9.24
83.37,114.49,1,0.32,8.11
58.33,120.0,3,1.92,10.72
78.7,24.33,4,0.45,10.42
82.47,5.6,4,3.83,13.27
92.1,11.4,5,0.07,12.47
98.71,16.58,6,2.93,16.4
59.77,11.1,4,0.98,9.99
62.84,9.88,6,2.3,12.55
56.14,107.51,6,5.62,16.01
71.49,5.0,2,2.16,8.57
82.0,39.65,3,2.09,11.13
89.81,5.0,5,23.42,25.65
73.86,27.2,1,6.34,11.61
70.2,74.29,5,3.61,13.27
77.28,10.19,9,4.33,19.9
62.47,6.16,9,4.84,18.86
100.0,31.64,3,0.12,8.43
50.89,37.41,2,0.42,7.22
77.77,34.95,5,5.24,15.76
100.0,11.54,4,2.27,10.71
75.1,8.72,5,0.29,10.98
72.15,93.65,5,1.77,12.84
69.64,77.04,6,0.7,11.85
72.29,18.34,1,12.4,11.57
95.59,56.16,8,1.13,16.56
41.82,18.06,6,0.78,12.02
98.0,16.57,1,4.92,9.54
53.64,5.12,3,3.69,9.7
71.0,16.68,6,4.29,15.63
68.56,23.13,9,2.86,21.04
83.83,5.0,3,3.15,9.14
51.03,17.62,4,7.54,11.48
81.93,45.61,5,1.24,13.96
100.0,34.19,4,2.53,12.63
54.55,30.25,1,15.83,14.33
77.85,72.09,1,1.05,7.96
65.07,5.0,4,1.74,13.08
81.39,24.43,1,1.06,6.37
75.29,46.44,3,0.1,6.87
65.38,23.38,3,1.57,9.46
82.32,11.74,3,0.24,8.82
100.0,5.0,5,0.84,13.81
72.14,65.56,4,2.25,12.82
85.8,19.09,3,0.1,8.36
55.6,63.14,3,6.99,10.31
60.65,26.45,3,7.94,11.72
82.09,33.64,1,2.65,3.92
97.26,48.93,7,20.89,26.74
80.33,32.29,6,5.68,15.78
70.3,15.23,5,6.81,15.97
74.99,21.62,9,1.07,15.17
56.24,48.74,9,9.08,21.68
84.07,14.04,3,14.51,18.55
88.23,14.74,3,1.35,10.84
68.22,5.0,10,5.8,22.86
67.95,73.81,6,6.87,17.57
78.99,5.0,6,1.82,11.45
68.45,31.34,6,3.22,14.81
74.01,15.99,5,0.51,12.34
100.0,15.61,3,0.95,8.62
71.29,34.14,7,0.32,14.6
69.62,5.0,5,4.11,8.77
65.29,27.02,8,4.91,17.67
86.16,44.36,5,12.39,18.09
72.28,52.84,1,3.91,10.05
65.26,5.61,8,1.51,15.21
94.82,68.31,1,0.31,7.13
96.29,32.03,2,10.81,13.64
65.99,64.08,5,3.26,12.61
47.0,19.92,5,6.68,14.6
90.11,23.43,5,0.07,9.44
64.73,75.41,6,3.35,16.87
86.86,69.05,12,1.97,24.46
45.45,17.83,4,0.15,10.6
88.39,9.62,3,7.47,8.7
56.83,14.99,4,3.6,7.24
85.96,14.72,1,2.03,6.62
75.21,10.14,4,8.19,14.79
60.69,9.38,7,2.96,14.34
68.89,59.21,2,0.02,8.32
85.29,5.0,2,14.45,16.05
76.59,33.96,1,1.48,7.63
83.77,5.69,4,8.88,14.88
100.0,12.67,4,8.48,15.59
51.54,5.0,2,0.89,5.18
99.26,9.44,7,3.21,17.14
76.57,43.89,5,0.21,10.63
61.52,64.89,4,2.19,10.07
55.05,7.51,5,6.56,14.43
72.16,18.68,4,1.35,9.9
88.82,19.06,7,0.62,14.46
73.09,62.04,5,3.54,14.63
97.67,43.17,5,3.85,15.6
53.23,21.59,5,5.63,13.01
74.82,33.33,2,7.12,10.63
56.21,56.39,3,5.95,11.85
80.45,5.0,5,9.33,17.73
88.3,15.47,3,1.26,10.11
68.69,71.33,3,4.22,9.44
35.94,40.45,2,2.23,6.25
77.98,23.48,5,16.37,19.36
81.55,22.63,4,2.9,10.33
81.06,12.82,8,16.06,25.04
93.54,22.05,7,7.33,20.07
58.93,31.96,1,6.34,9.24
85.2,16.26,5,3.38,12.24
92.89,37.57,7,2.93,17.47
48.32,59.25,2,3.74,8.26
79.79,5.04,8,1.74,17.4
67.44,18.02,3,11.74,14.24
73.78,15.73,2,7.91,10.89
80.22,34.89,7,8.08,18.93
67.69,8.63,3,2.84,11.11
64.86,30.67,4,0.37,8.65
75.51,62.99,6,5.75,16.44
58.69,16.25,7,2.35,16.5
58.71,72.58,3,10.22,12.54
85.19,120.0,2,7.58,11.91
57.77,5.0,7,0.79,14.97
84.99,7.96,3,4.6,9.05
81.94,90.1,5,5.89,17.04
49.11,95.34,3,4.2,9.91
64.84,5.0,2,3.61,8.74
92.91,5.0,5,1.29,11.04
60.28,5.27,5,1.35,13.05
68.03,120.0,10,7.31,22.23
81.93,5.95,5,0.09,12.83
86.75,20.95,4,7.55,12.7
71.23,56.6,5,3.74,16.59
66.04,5.0,4,13.76,16.16
96.34,27.83,5,29.61,30.51
100.0,9.73,6,5.45,15.66
89.68,59.49,3,2.66,10.64
76.28,10.0,4,3.22,13.41
62.88,34.82,6,1.14,11.16
62.54,33.65,4,0.52,8.9
82.84,7.51,4,4.32,13.17
81.28,5.0,5,8.19,14.21
96.02,15.79,3,1.52,11.11
84.76,10.24,5,2.72,13.52
52.45,49.66,3,4.05,7.7
90.78,48.34,3,11.92,17.26
60.03,18.32,10,0.75,16.79
69.24,27.98,3,1.35,10.26
78.75,27.81,4,12.54,16.86
100.0,52.66,2,0.2,8.3
100.0,16.6,5,5.34,13.79
84.1,9.67,3,5.1,11.91
72.25,9.24,6,2.42,12.67
83.02,23.05,4,3.16,13.93
88.31,17.89,3,9.65,15.91
70.19,17.4,3,0.9,11.21
100.0,5.0,2,1.32,9.16
78.45,38.04,2,3.59,8.75
82.47,7.21,2,2.64,8.12
84.99,6.58,6,4.27,14.94
81.32,15.97,6,12.68,20.05
87.58,7.75,5,12.45,18.89
65.74,26.3,4,1.31,12.23
66.63,13.93,4,1.8,10.49
58.5,17.88,2,0.88,4.56
81.59,23.11,4,13.14,16.42
86.68,6.83,9,2.54,21.55
81.87,5.08,3,2.99,7.84
100.0,63.71,4,8.11,17.23
74.92,17.06,3,3.6,9.74
85.03,15.94,5,0.64,11.01
